UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,id,Machine failure.1,rule_tachycardia,rule_tachypnea,rule_temp,rule_wbc,clinical_flag,meets_clinical_rule,failure,clinical_risk_score,thermal_gradient,power_estimate,wear_rate_indicator,operating_regime,seq_index,time_since_last_failure,temp_stability,wear_acceleration,operating_hours_proxy,Type_encoded
35,M14894,M,298.8,309.1,1559,34.7,95,0,136463.0,0.147747608,False,False,False,False,0,False,0,False,10.300000000000011,5.6652319614619335,0.060897435897435896,1,0,[1.],0.0,0.0,1.5833333333333333,2
36,M14895,M,298.8,309.2,1452,48.6,98,0,136464.0,0.006847211,False,False,False,False,0,False,0,False,10.399999999999977,7.390009425070688,0.06744666207845836,1,0,[1.],0.0,0.0,1.6333333333333333,2
37,M14896,M,298.9,309.2,1581,36.7,101,0,136465.0,0.005150004,False,False,False,False,0,False,0,False,10.300000000000011,6.076311655670751,0.0638432364096081,1,0,[1.],0.0,0.0,1.6833333333333333,2
38,L47217,L,298.8,309.1,1439,39.2,104,0,136466.0,0.013774762,False,False,False,False,0,False,0,False,10.300000000000011,5.907299193632841,0.07222222222222222,1,0,[1.],0.0,0.0,1.7333333333333334,1
39,H29452,H,298.9,309.2,1379,50.7,106,0,136467.0,0.006722579,False,False,False,False,0,False,0,False,10.300000000000011,7.321740496387057,0.07681159420289856,1,0,[1.],0.0,0.0,1.7666666666666666,0
40,L47219,L,298.8,309.1,1350,52.5,111,0,136468.0,0.007172952,False,False,False,False,0,False,0,False,10.300000000000011,7.422243166823751,0.08216136195410807,1,0,[1.],0.0,0.0,1.85,1
41,L47220,L,298.8,309.1,1362,45.4,113,0,136469.0,0.115827079,False,False,False,False,0,False,0,False,10.300000000000011,6.475526233113414,0.08290535583272193,1,0,[1.],0.0,0.0,1.8833333333333333,1
42,L47221,L,298.8,309.1,1368,50.8,115,0,136470.0,0.005237586,False,False,False,False,0,False,0,False,10.300000000000011,7.277662582469368,0.08400292184075968,1,0,[1.],0.0,0.0,1.9166666666666667,1
43,M14902,M,298.8,309.1,1368,49.1,117,0,136471.0,0.08097417,False,False,False,False,0,False,0,False,10.300000000000011,7.0341187558906695,0.08546384222059898,1,0,[1.],0.0,0.0,1.95,2
44,H29457,H,298.8,309.2,1372,48.5,120,0,136472.0,0.01475988,False,False,False,False,0,False,0,False,10.399999999999977,6.968478374698921,0.08739985433357611,1,0,[1.],0.0,0.0,2.0,0
45,M14904,M,298.8,309.1,1472,47.5,125,0,136473.0,0.008126177,False,False,False,False,0,False,0,False,10.300000000000011,7.322232694522986,0.08486082824168364,1,0,[1.],0.0,0.0,2.0833333333333335,2
46,L47225,L,298.8,309.1,1489,49.1,128,0,136474.0,0.004472559,False,False,False,False,0,False,0,False,10.300000000000011,7.65628861660907,0.08590604026845637,1,0,[1.],0.0,0.0,2.1333333333333333,1
47,M14906,M,298.7,309.0,1843,25.8,130,0,136475.0,0.008223823,False,False,False,False,0,False,0,False,10.300000000000011,4.979516179704682,0.07049891540130152,1,0,[1.],0.0,0.0,2.1666666666666665,2
48,L47227,L,298.8,309.1,1418,46.3,133,0,136476.0,0.110637341,False,False,False,False,0,False,0,False,10.300000000000011,6.875421510105769,0.09372797744890768,1,0,[1.],0.0,0.0,2.216666666666667,1
49,H29462,H,298.8,309.2,1425,53.9,135,0,136477.0,0.005318334,False,False,False,False,0,False,0,False,10.399999999999977,8.043512409676406,0.09467040673211781,1,0,[1.],0.0,0.0,2.25,0
50,M14909,M,298.9,309.2,1412,44.1,140,0,136478.0,0.005253453,False,False,False,False,0,False,0,False,10.300000000000011,6.521017907634308,0.09907997169143666,1,0,[1.],0.0,0.0,2.3333333333333335,2
51,L47230,L,298.9,309.1,2861,4.6,143,1,136479.0,0.012878392,False,False,False,False,0,False,1,False,10.200000000000045,1.3782176144098857,0.04996505939902166,1,0,[1.],0.0,0.0,2.3833333333333333,1
52,L47231,L,298.9,309.1,1383,54.9,145,0,136480.0,0.036406033,False,False,False,False,0,False,0,False,10.200000000000045,7.951272384542884,0.10476878612716763,1,0,[1.],0.0,0.0,2.4166666666666665,1
53,H29466,H,298.8,309.0,1497,43.8,147,0,136481.0,0.011936324,False,False,False,False,0,False,0,False,10.199999999999989,6.866540999057492,0.09813084112149532,1,0,[1.],0.0,0.0,2.45,0
54,L47233,L,298.7,309.0,1565,35.1,152,0,136482.0,0.252657032,False,False,False,False,0,False,0,False,10.300000000000011,5.752591894439209,0.0970625798212005,1,0,[1.],0.0,0.0,2.533333333333333,1
55,L47234,L,298.7,309.0,1691,30.1,154,0,136483.0,0.03093312,False,False,False,False,0,False,0,False,10.300000000000011,5.3303068384124,0.09101654846335698,1,0,[1.],0.0,0.0,2.566666666666667,1
56,L47235,L,298.8,309.1,1512,40.7,156,0,136484.0,0.005281718,False,False,False,False,0,False,0,False,10.300000000000011,6.444486333647503,0.10310641110376735,1,0,[1.],0.0,0.0,2.6,1
57,L47236,L,298.8,309.1,1477,42.4,158,0,136485.0,0.004460284,False,False,False,False,0,False,0,False,10.300000000000011,6.55825740915279,0.10690121786197564,1,0,[1.],0.0,0.0,2.6333333333333333,1
58,L47237,L,298.8,309.1,1513,40.3,160,0,136486.0,0.005102156,False,False,False,False,0,False,0,False,10.300000000000011,6.3853701958320235,0.10568031704095113,1,0,[1.],0.0,0.0,2.6666666666666665,1
59,M14918,M,298.8,309.0,1661,29.5,162,0,136487.0,0.004579092,False,False,False,False,0,False,0,False,10.199999999999989,5.131375013090376,0.09747292418772563,1,0,[1.],0.0,0.0,2.7,2
60,L47239,L,298.8,309.1,1378,54.4,165,0,136488.0,0.030938152,False,False,False,False,0,False,0,False,10.300000000000011,7.850371766677139,0.11965192168237854,1,0,[1.],0.0,0.0,2.75,1
61,L47240,L,298.8,309.1,1393,52.6,167,0,136489.0,0.003002554,False,False,False,False,0,False,0,False,10.300000000000011,7.67324327154676,0.11979913916786226,1,0,[1.],0.0,0.0,2.783333333333333,1
62,M14921,M,298.8,309.0,1592,38.2,169,0,136490.0,0.129708619,False,False,False,False,0,False,0,False,10.199999999999989,6.368666876112682,0.10608913998744507,1,0,[1.],0.0,0.0,2.816666666666667,2
63,L47242,L,298.8,309.0,1829,22.9,172,0,136491.0,0.031710874,False,False,False,False,0,False,0,False,10.199999999999989,4.386228924494711,0.09398907103825137,1,0,[1.],0.0,0.0,2.8666666666666667,1
64,M14923,M,298.9,309.0,1812,25.9,174,0,136492.0,0.004046332,False,False,False,False,0,False,0,False,10.100000000000023,4.91473452717562,0.09597352454495311,1,0,[1.],0.0,0.0,2.9,2
65,L47244,L,299.0,309.1,1523,38.6,177,0,136493.0,0.028675618,False,False,False,False,0,False,0,False,10.100000000000023,6.156435228819772,0.11614173228346457,1,0,[1.],0.0,0.0,2.95,1
66,L47245,L,299.0,309.1,1394,45.1,179,0,136494.0,0.003652391,False,False,False,False,0,False,0,False,10.100000000000023,6.583872656822704,0.12831541218637993,1,0,[1.],0.0,0.0,2.9833333333333334,1
67,M14926,M,298.9,308.9,1679,28.7,181,0,136495.0,0.010139536,False,False,False,False,0,False,0,False,10.0,5.046318986281285,0.10773809523809524,1,0,[1.],0.0,0.0,3.0166666666666666,2
68,H29481,H,298.8,308.9,1466,44.1,184,0,136496.0,0.004986324,False,False,False,False,0,False,0,False,10.099999999999966,6.770405278039585,0.125426039536469,1,0,[1.],0.0,0.0,3.066666666666667,0
69,L47248,L,298.8,308.9,1527,32.4,189,0,136497.0,0.005277313,False,False,False,False,0,False,0,False,10.099999999999966,5.1811498586239395,0.12369109947643979,1,0,[1.],0.0,0.0,3.15,1
70,L47249,L,298.9,309.0,1410,65.7,191,1,136498.0,0.06086166,False,False,False,False,0,False,1,False,10.100000000000023,9.701225259189444,0.13536498936924168,1,0,[1.],0.0,0.0,3.183333333333333,1
71,M14930,M,298.9,309.0,1924,22.6,193,0,136499.0,0.005290841,False,False,False,False,0,False,0,False,10.100000000000023,4.553607707613363,0.10025974025974026,1,0,[1.],0.0,0.0,3.216666666666667,2
72,L47251,L,298.9,309.1,1452,45.5,196,0,136500.0,0.00296399,False,False,False,False,0,False,0,False,10.200000000000045,6.918630223060006,0.1348933241569167,1,0,[1.],0.0,0.0,3.2666666666666666,1
73,L47252,L,298.9,309.1,1369,44.4,198,0,136501.0,0.004477872,False,False,False,False,0,False,0,False,10.200000000000045,6.365441407477222,0.14452554744525548,1,0,[1.],0.0,0.0,3.3,1
74,L47253,L,299.0,309.1,1592,35.0,200,0,136502.0,0.009811027,False,False,False,False,0,False,0,False,10.100000000000023,5.835165985967117,0.12554927809165098,1,0,[1.],0.0,0.0,3.3333333333333335,1
75,L47254,L,298.9,309.0,1601,32.3,202,0,136503.0,0.013288655,False,False,False,False,0,False,0,False,10.100000000000023,5.415467588229133,0.12609238451935081,1,0,[1.],0.0,0.0,3.3666666666666667,1
76,L47255,L,298.8,308.9,1379,46.7,204,0,136504.0,0.005059293,False,False,False,False,0,False,0,False,10.099999999999966,6.744088386218452,0.14782608695652175,1,0,[1.],0.0,0.0,3.4,1
77,L47256,L,298.8,308.9,1461,47.9,206,0,136505.0,0.009859661,False,False,False,False,0,False,0,False,10.099999999999966,7.328715048696198,0.1409028727770178,1,0,[1.],0.0,0.0,3.433333333333333,1
78,L47257,L,298.8,308.9,1455,41.3,208,1,136506.0,0.013053632,False,False,False,False,0,False,1,False,10.099999999999966,6.29296261388627,0.14285714285714285,1,0,[1.],0.0,0.0,3.466666666666667,1
79,L47258,L,298.8,308.9,1398,51.5,0,0,136507.0,0.005241062,False,False,False,False,0,False,0,False,10.099999999999966,7.539742381401194,0.0,1,0,[1.],0.0,0.0,0.0,1
80,L47259,L,298.8,308.9,1402,37.9,2,0,136508.0,0.007468575,False,False,False,False,0,False,0,False,10.099999999999966,5.564540789611478,0.0014255167498218105,1,0,[1.],0.0,0.0,0.03333333333333333,1
81,H29494,H,298.8,308.8,1445,49.9,4,0,136509.0,0.012555752,False,False,False,False,0,False,0,False,10.0,7.5511048277306525,0.0027662517289073307,1,0,[1.],0.0,0.0,0.06666666666666667,0
82,L47261,L,298.9,308.9,1450,47.5,9,0,136510.0,0.004028612,False,False,False,False,0,False,0,False,10.0,7.212797151534192,0.006202618883528601,1,0,[1.],0.0,0.0,0.15,1
83,L47262,L,298.9,308.9,1453,40.8,11,0,136511.0,0.019550849,False,False,False,False,0,False,0,False,10.0,6.208231228400879,0.007565337001375516,1,0,[1.],0.0,0.0,0.18333333333333332,1
84,L47263,L,299.0,309.0,1469,40.1,13,0,136512.0,0.003734486,False,False,False,False,0,False,0,False,10.0,6.168907739030265,0.008843537414965987,1,0,[1.],0.0,0.0,0.21666666666666667,1
85,L47264,L,298.9,308.9,1422,47.6,15,0,136513.0,0.021810843,False,False,False,False,0,False,0,False,10.0,7.088407163053723,0.010541110330288124,1,0,[1.],0.0,0.0,0.25,1
86,M14945,M,299.0,309.0,1804,26.8,17,0,136514.0,0.005184558,False,False,False,False,0,False,0,False,10.0,5.063064195203687,0.009418282548476454,1,0,[1.],0.0,0.0,0.2833333333333333,2
87,H29500,H,299.0,309.0,1436,43.9,20,0,136515.0,0.006585273,False,False,False,False,0,False,0,False,10.0,6.601780291129962,0.013917884481558803,1,0,[1.],0.0,0.0,0.3333333333333333,0
88,L47267,L,299.0,309.0,1544,31.8,25,0,136516.0,0.004669502,False,False,False,False,0,False,0,False,10.0,5.141815896952561,0.016181229773462782,1,0,[1.],0.0,0.0,0.4166666666666667,1
89,M14948,M,299.0,309.0,1419,45.2,27,0,136517.0,0.00762395,False,False,False,False,0,False,0,False,10.0,6.716808042726988,0.019014084507042252,1,0,[1.],0.0,0.0,0.45,2
90,M14949,M,298.9,308.9,1487,39.5,30,0,136518.0,0.003999646,False,False,False,False,0,False,0,False,10.0,6.151062938527595,0.020161290322580645,1,0,[1.],0.0,0.0,0.5,2
91,L47270,L,298.9,308.9,1753,25.8,33,0,136519.0,0.007558244,False,False,False,False,0,False,0,False,10.0,4.736349355953503,0.018814139110604332,1,0,[1.],0.0,0.0,0.55,1
92,L47271,L,298.9,308.9,1830,24.9,35,0,136520.0,0.032321433,False,False,False,False,0,False,0,False,10.0,4.77191328934967,0.019115237575095576,1,0,[1.],0.0,0.0,0.5833333333333334,1
93,M14952,M,298.9,308.9,1727,27.1,37,0,136521.0,0.004604904,False,False,False,False,0,False,0,False,10.0,4.90121478688868,0.02141203703703704,1,0,[1.],0.0,0.0,0.6166666666666667,2
94,L47273,L,299.1,309.0,1450,43.0,40,0,136522.0,0.009445534,False,False,False,False,0,False,0,False,9.899999999999977,6.529479526652006,0.027567195037904894,1,0,[1.],0.0,0.0,0.6666666666666666,1
95,L47274,L,299.0,308.9,1622,31.9,42,0,136523.0,0.003347532,False,False,False,False,0,False,0,False,9.899999999999977,5.418556916954654,0.025878003696857672,1,0,[1.],0.0,0.0,0.7,1
96,M14955,M,299.0,309.0,1351,52.2,44,0,136524.0,0.0038685,False,False,False,False,0,False,0,False,10.0,7.385296889726673,0.03254437869822485,1,0,[1.],0.0,0.0,0.7333333333333333,2
97,M14956,M,299.0,309.0,1575,35.3,47,0,136525.0,0.006911942,False,False,False,False,0,False,0,False,10.0,5.822337417530631,0.02982233502538071,1,0,[1.],0.0,0.0,0.7833333333333333,2
98,M14957,M,298.9,308.9,1750,29.9,50,0,136526.0,0.011598317,False,False,False,False,0,False,0,False,10.0,5.47963137501309,0.028555111364934323,1,0,[1.],0.0,0.0,0.8333333333333334,2
99,L47278,L,298.9,308.8,1529,32.7,53,0,136527.0,0.056895661,False,False,False,False,0,False,0,False,9.900000000000034,5.235972353125982,0.034640522875816995,1,0,[1.],0.0,0.0,0.8833333333333333,1
100,L47279,L,298.8,308.8,1523,44.4,55,0,136528.0,0.004671774,False,False,False,False,0,False,0,False,10.0,7.081495444549168,0.03608923884514436,1,0,[1.],0.0,0.0,0.9166666666666666,1
101,L47280,L,298.8,308.9,1852,25.0,57,0,136529.0,0.010801276,False,False,False,False,0,False,0,False,10.099999999999966,4.848675253953293,0.03076092822450081,1,0,[1.],0.0,0.0,0.95,1
102,L47281,L,298.8,308.8,1991,20.7,59,0,136530.0,0.030844218,False,False,False,False,0,False,0,False,10.0,4.316022620169651,0.02961847389558233,1,0,[1.],0.0,0.0,0.9833333333333333,1
103,L47282,L,298.8,308.8,1555,40.6,61,0,136531.0,0.007105185,False,False,False,False,0,False,0,False,10.0,6.611477641637868,0.03920308483290488,1,0,[1.],0.0,0.0,1.0166666666666666,1
104,M14963,M,298.8,308.8,1441,40.5,63,0,136532.0,0.005979039,False,False,False,False,0,False,0,False,10.0,6.1116870876531575,0.043689320388349516,1,0,[1.],0.0,0.0,1.05,2
105,L47284,L,298.8,308.7,1450,43.4,66,0,136533.0,0.054694362,False,False,False,False,0,False,0,False,9.899999999999977,6.590218871085978,0.04548587181254307,1,0,[1.],0.0,0.0,1.1,1
106,L47285,L,298.8,308.7,1591,31.1,68,0,136534.0,0.004708263,False,False,False,False,0,False,0,False,9.899999999999977,5.181704890564458,0.04271356783919598,1,0,[1.],0.0,0.0,1.1333333333333333,1
107,L47286,L,298.8,308.7,1445,48.5,70,0,136535.0,0.004345167,False,False,False,False,0,False,0,False,9.899999999999977,7.339250183265263,0.048409405255878286,1,0,[1.],0.0,0.0,1.1666666666666667,1
108,M14967,M,298.8,308.8,1497,46.8,72,0,136536.0,0.02084297,False,False,False,False,0,False,0,False,10.0,7.336852026390197,0.04806408544726302,1,0,[1.],0.0,0.0,1.2,2
109,H29522,H,298.9,308.8,1621,32.7,75,0,136537.0,0.005482207,False,False,False,False,0,False,0,False,9.900000000000034,5.551021049324537,0.04623921085080148,1,0,[1.],0.0,0.0,1.25,0
110,L47289,L,298.9,308.7,1572,34.1,80,0,136538.0,0.013465098,False,False,False,False,0,False,0,False,9.800000000000011,5.613697769399938,0.0508582326764145,1,0,[1.],0.0,0.0,1.3333333333333333,1
111,L47290,L,298.8,308.6,1872,22.5,82,0,136539.0,0.008497638,False,False,False,False,0,False,0,False,9.800000000000011,4.410933081998115,0.04378003203416978,1,0,[1.],0.0,0.0,1.3666666666666667,1
112,H29525,H,298.7,308.6,1499,43.5,84,0,136540.0,0.004313725,False,False,False,False,0,False,0,False,9.900000000000034,6.828620797989318,0.056,1,0,[1.],0.0,0.0,1.4,0
113,M14972,M,298.8,308.7,1498,39.5,89,0,136541.0,0.018928772,False,False,False,False,0,False,0,False,9.899999999999977,6.196565085349251,0.059372915276851235,1,0,[1.],0.0,0.0,1.4833333333333334,2
114,M14973,M,298.8,308.6,1486,41.9,92,0,136542.0,0.019300643,False,False,False,False,0,False,0,False,9.800000000000011,6.520410514189968,0.06186953597848016,1,0,[1.],0.0,0.0,1.5333333333333334,2
115,L47294,L,298.8,308.6,1680,29.4,95,0,136543.0,0.009345853,False,False,False,False,0,False,0,False,9.800000000000011,5.172478793590952,0.05651397977394408,1,0,[1.],0.0,0.0,1.5833333333333333,1
116,L47295,L,298.8,308.6,1431,45.7,97,0,136544.0,0.005375659,False,False,False,False,0,False,0,False,9.800000000000011,6.848539114043356,0.06773743016759777,1,0,[1.],0.0,0.0,1.6166666666666667,1
117,L47296,L,298.9,308.7,1564,34.1,99,0,136545.0,0.004875348,False,False,False,False,0,False,0,False,9.800000000000011,5.585129332914441,0.06325878594249201,1,0,[1.],0.0,0.0,1.65,1
118,L47297,L,298.8,308.6,1599,33.0,101,0,136546.0,0.006091498,False,False,False,False,0,False,0,False,9.800000000000011,5.525918944392083,0.063125,1,0,[1.],0.0,0.0,1.6833333333333333,1
119,M14978,M,298.8,308.6,1707,28.1,103,0,136547.0,0.006561382,False,False,False,False,0,False,0,False,9.800000000000011,5.023217090794848,0.06030444964871194,1,0,[1.],0.0,0.0,1.7166666666666666,2
120,L47299,L,298.7,308.5,1467,40.7,106,0,136548.0,0.004712318,False,False,False,False,0,False,0,False,9.800000000000011,6.252686145146089,0.07220708446866485,1,0,[1.],0.0,0.0,1.7666666666666666,1
121,L47300,L,298.9,308.7,1433,44.7,108,0,136549.0,0.00877931,False,False,False,False,0,False,0,False,9.800000000000011,6.70804272698712,0.07531380753138076,1,0,[1.],0.0,0.0,1.8,1
122,L47301,L,298.9,308.7,1558,41.2,110,0,136550.0,0.011267322,False,False,False,False,0,False,0,False,9.800000000000011,6.722127971515342,0.07055805003207184,1,0,[1.],0.0,0.0,1.8333333333333333,1
123,L47302,L,299.0,308.8,1310,50.7,112,0,136551.0,0.004493232,False,False,False,False,0,False,0,False,9.800000000000011,6.955387998743324,0.08543096872616324,1,0,[1.],0.0,0.0,1.8666666666666667,1
124,L47303,L,298.9,308.7,1546,43.4,114,0,136552.0,0.00496704,False,False,False,False,0,False,0,False,9.800000000000011,7.026536810137187,0.07369101486748546,1,0,[0.],0.0,0.0,1.9,1
125,L47304,L,298.9,308.7,1727,29.4,116,0,136553.0,0.020753158,False,False,False,False,0,False,0,False,9.800000000000011,5.317185045554508,0.06712962962962964,1,0,[1.],0.0,0.0,1.9333333333333333,1
126,L47305,L,298.9,308.6,1560,32.2,118,0,136554.0,0.004821359,False,False,False,False,0,False,0,False,9.700000000000045,5.260446120012568,0.07559256886611147,1,0,[1.],0.0,0.0,1.9666666666666666,1
127,L47306,L,299.0,308.6,1329,60.5,120,0,136555.0,0.091852036,False,False,False,False,0,False,0,False,9.600000000000023,8.420201068174679,0.09022556390977443,1,0,[1.],0.0,0.0,2.0,1
128,L47307,L,298.9,308.6,1413,46.5,122,0,136556.0,0.030917602,False,False,False,False,0,False,0,False,9.700000000000045,6.880772855796418,0.08628005657708628,1,0,[1.],0.0,0.0,2.033333333333333,1
129,L47308,L,299.0,308.6,1587,38.6,124,0,136557.0,0.007605752,False,False,False,False,0,False,0,False,9.600000000000023,6.415142946905435,0.07808564231738035,1,0,[1.],0.0,0.0,2.066666666666667,1
130,L47309,L,298.9,308.5,1559,34.3,126,0,136558.0,0.010457529,False,False,False,False,0,False,0,False,9.600000000000023,5.599926693894648,0.08076923076923077,1,0,[1.],0.0,0.0,2.1,1
131,L47310,L,298.8,308.4,1473,41.1,128,0,136559.0,0.00533742,False,False,False,False,0,False,0,False,9.599999999999966,6.339962299717248,0.08683853459972862,1,0,[0.],0.0,0.0,2.1333333333333333,1
